name,countries,categories,currency,denominations,discount,expiry,url
"Theatre Tokens","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/theatre-tokens.jpg"
"Tapi Carpets & Floors LTD UK","GB","home","GBP","10; 25; 50; 100; 250; 500; 1000","7","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tapi-carpets-ltd-uk.jpg"
"MANGO Portugal","PT","fashion","EUR","25; 50","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/mango-pt.jpg"
"Falconeri Spain","ES","fashion","EUR","30; 75; 100; 150; 200; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-es.jpg"
"Toby Carvery","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/toby-carvery.jpg"
"Tesco","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","4","5 years from load or last use","https://assets.tillo.io/images/brands/vouchers/330x214/tesco.jpg"
"Mango Spain","ES","fashion","EUR","10; 25; 50; 100; 150","9","Unlimited","https://assets.tillo.io/images/brands/vouchers/330x214/mango-es.jpg"
"Spotify Austria","AT","music","EUR","11; 33; 66","5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-austria.jpg"
"Maisons du Monde Belgium","BE","home","EUR","20; 50; 100; 200; 500","7","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-be.jpg"
"DAZN STANDARD Italy","IT","sports","EUR","44.99; 119.99","2.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/dazn-standard-it.jpg"
"Sephora Spain","ES","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-es.jpg"
"Rumbo Spain Travel Gift Card","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250","7.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/rumbo-es.jpg"
"CamperBoys Germany","DE","craft; sports; travel-and-leisure","EUR","35; 50; 100; 150","8","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/camperboys-de.jpg"
"The Entertainer","GB","toys","GBP","10; 25; 50; 100; 250","5","24 months from date of activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-entertainer.jpg"
"Google Play","GB","gaming; music; tv-and-movies","GBP","10; 25; 50; 100; 250; 500","4","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/google-play.jpg"
"Spotify Spain","ES","music","EUR","11; 33; 66","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-es.jpg"
"Decathlon France","FR","fashion; sports","EUR","10; 25","1","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-fr.jpg"
"Sephora Italy","IT","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-it.jpg"
"Höffner Germany","DE","home","EUR","10; 20; 44; 50; 100","5","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/hoffner-de.jpg"
"lastminute.com Netherlands Travel Gift Card","NL","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-nl.jpg"
"Dots.eco - Save a sea turtle hatchling EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/save-a-sea-turtle-hatchling-eur.jpg"
"Monoprix France","FR","fashion","EUR","15; 25; 50; 100","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/monoprix-fr.jpg"
"PittaRosso Italy","IT","fashion","EUR","25; 50; 100","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/pittarosso-it.jpg"
"The Body Shop","GB","beauty","GBP","10; 25; 50; 100","10","24 months from date of last purchase","https://assets.tillo.io/images/brands/vouchers/330x214/body-shop.jpg"
"Vintage Inns","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/vintage-inns.jpg"
"roastmarket Germany","DE","food-and-drink","EUR","10; 20; 50; 100","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/roastmarket-de.jpg"
"M&S Ireland","GB; IE","department-store; fashion; food-and-drink; home; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000","6.5","48 months after last use (balance check, redemption, refund etc)","https://assets.tillo.io/images/brands/vouchers/330x214/ms-ireland.jpg"
"Laithwaite's Wine","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500; 1000","12","24 months from issue","https://assets.tillo.io/images/brands/vouchers/330x214/laithwaites.jpg"
"Takeaway Luxembourg","LU","food-and-drink","EUR","10; 25; 50; 100","5.5","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/takeaway-lu.jpg"
"emilio adani Germany","DE","fashion; jewellery","EUR","10; 20; 50","13","33 months","https://assets.tillo.io/images/brands/vouchers/330x214/emilio-adani-de.jpg"
"Megamark Italy","IT","supermarket","EUR","25; 50; 100; 200","1","Minimum 1 month","https://assets.tillo.io/images/brands/vouchers/330x214/megamark-it.jpg"
"lastminute.com Flight Gift Card Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","2","12 months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-es.jpg"
"Browns","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/browns.jpg"
"Carrefour Italy","IT","supermarket","EUR","10; 25; 50; 100","1.25","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-it.jpg"
"Ecobnb Italy","IT","travel-and-leisure","EUR","25; 50; 100","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/ecobnb-it.jpg"
"Atento Germany","DE","beauty; fashion; food-and-drink; jewellery","EUR","10; 25; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/atento-de.jpg"
"AirlineGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-de.jpg"
"Dots.eco - Buy 10 sqf of Land for Nature Reserve UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/buy-land-for-nature-reserve-uk.jpg"
"Greggs","GB","food-and-drink","GBP","10; 25; 50; 100; 250","9","24 Months from last use","https://assets.tillo.io/images/brands/vouchers/330x214/greggs.jpg"
"Inspire Travel Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-it.jpg"
"Spotify France","FR","music","EUR","11; 33; 66","6","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-france.jpg"
"PRENATAL Italy","IT","baby","EUR","10; 25; 50; 100; 200; 250","6","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-it.jpg"
"Dunelm UK","GB","baby; home","GBP","10; 25; 50; 100; 250; 500","4.5","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/dunelm-uk.jpg"
"Romantik Hotels & Restaurants Germany","DE","beauty; craft; travel-and-leisure","EUR","50; 100; 250","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/romantik-hotels-and-restaurants-de.jpg"
"La Feltrinelli Italy","IT","books; electronics; toys","EUR","10; 25; 50; 100","6","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/la-feltrinelli-it.jpg"
"lastminute.com Germany Travel Gift Card","DE","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-de.jpg"
"Asterley Bros","GB","food-and-drink","GBP","10; 20; 50","14","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/asterley-bros.jpg"
"Sixt Germany","DE","cars","EUR","15; 25; 50; 100","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/sixt-de.jpg"
"All Bar One","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/all-bar-one.jpg"
"ODEON","GB","tv-and-movies","GBP","10; 25; 50; 100","4","If this card is not used for a period of 2 years, any remaining balance of value on this card will expire. A balance enquiry does not constitute use.","https://assets.tillo.io/images/brands/vouchers/330x214/odeon.jpg"
"Love2Shop Rewards","GB","other","GBP","10; 25; 50; 100; 250; 500","5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/love2shop-rewards.jpg"
"lastminute.com Flight Gift Card Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","2","12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-it.jpg"
"Tesco Lunch Meal Deal","GB","supermarket","GBP","","4","5 years from load or last use","https://assets.tillo.io/images/brands/vouchers/330x214/tesco-lunch-meal-deal.jpg"
"Blacksocks Germany","DE","fashion; jewellery","EUR","10; 15; 20; 50","14","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/blacksocks-de.jpg"
"Maisons du Monde Italy","IT","home","EUR","20; 50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-it.jpg"
"Falconeri Italy","IT","fashion","EUR","30; 75; 100; 150; 200; 250","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri.jpg"
"Leroy Merlin France","FR","department-store","EUR","10; 25; 50; 100; 150","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/leroy-merlin-fr.jpg"
"Calzedonia Spain","ES","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia-es.jpg"
"ETERNA Germany","DE","fashion; jewellery","EUR","10; 15; 20; 50; 100","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/eterna-de.jpg"
"Maisons du Monde France","FR","department-store","EUR","20; 50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maisons-du-monde-fr.jpg"
"DAZN Germany","DE","gaming; sports","EUR","45; 420","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/dazn-de.jpg"
"Mayersche Buchhandlung Germany","DE","books; music","EUR","10; 15; 20; 25; 44; 50","9","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/mayersche-buchhandlung-de.jpg"
"Steam Europe","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","gaming","EUR","20; 30","1.25","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/steam-eu.jpg"
"Intimissimi Austria","AT","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi-at.jpg"
"Volagratis Italy Travel Gift Card","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250","7.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/volagratis-it.jpg"
"Cortilia Italy","IT","supermarket","EUR","50","2","11 months","https://assets.tillo.io/images/brands/vouchers/330x214/cortilia-it.jpg"
"Media Markt Austria","AT","other","EUR","10; 25; 50; 100","0.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-at.jpg"
"Circle K No Fuel Latvia","LV","food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","5","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-no-fuel-latvia.jpg"
"Sennheiser Germany","DE","electronics","EUR","15; 25; 50; 100","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/sennheiser-de.jpg"
"Coin Italy","IT","department-store","EUR","10; 25; 50; 100","5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/coin-it.jpg"
"Cornerstone","GB","beauty","GBP","20; 25; 30","9","12 months from issue","https://assets.tillo.io/images/brands/vouchers/330x214/cornerstone.jpg"
"Holland & Barrett Belgium","BE","beauty; other","EUR","10; 25; 50; 100","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/holland-barrett-be.jpg"
"Just Eat","GB","food-and-drink","GBP","10; 25; 50; 100; 250; 500","5","12 months from date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat.jpg"
"Dots.eco - Offset 10 kgs of CARBON EMISSIONS EUR","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","charity","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","29.65","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/offset-carbon-emissions-eur.jpg"
"Jochen Schweizer Germany","DE","craft; sports; travel-and-leisure","EUR","10; 15; 20; 25","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/jochen-schweizer-de.jpg"
"toom Baumarkt Germany","DE","home","EUR","10; 15; 20; 25; 40; 44; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/toom-baumarkt-de.jpg"
"Boscolo Italy","IT","travel-and-leisure","EUR","119; 219; 289","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/boscolo-it.jpg"
"Weber Germany","DE","food-and-drink; home","EUR","25; 50; 100","6","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/weber-de.jpg"
"BAR ATLANTIC Italy","IT","food-and-drink","EUR","25; 50","5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/bar-atlantic-it.jpg"
"IKEA Netherlands","NL","","EUR","50; 100; 250; 500","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-nl.jpg"
"Sony PSN Italy","IT","gaming","EUR","10; 20; 50; 60; 80; 100; 150; 200; 250","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-it.jpg"
"TripGift EU","IE; AT; BE; FI; FR; DE; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","5 years from first use","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift-eu.jpg"
"Alì&Alìper Italy","IT","food-and-drink; supermarket","EUR","10; 25; 50; 100","2.5","12 mesi","https://assets.tillo.io/images/brands/vouchers/330x214/ali-and-aliper-it.jpg"
"lastminute.com Netherlands Holiday Gift Card - Flight + Hotel Packages","NL","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminute-holiday-nl.jpg"
"Tchibo Austria","AT","food-and-drink","EUR","25; 50; 100","5.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/tchibo-at.jpg"
"lastminute.com UK Flight Only Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","2.35","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-flight-only.jpg"
"Falconeri Germany","DE","fashion","EUR","30; 50; 75; 100; 150; 200; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-de.jpg"
"Call a Bike Germany","DE","other","EUR","25; 50","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/call-a-bike-de.jpg"
"Takeaway.com","BE","food-and-drink","EUR","10; 25; 50; 100","5.5","12 months after purchase","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat-be.jpg"
"Fashioncheque UK","GB","fashion","GBP","10; 25; 50; 100; 250","8","4 Years","https://assets.tillo.io/images/brands/vouchers/330x214/fashioncheque-uk.jpg"
"World of Sweets Germany","DE","food-and-drink","EUR","15; 25; 50","13","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/world-of-sweets-de.jpg"
"O’Neill’s","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/oneills.jpg"
"adidas","GB","fashion; sports","GBP","10; 25; 50; 100; 250; 500","13","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/adidas.jpg"
"lastminute.com Belgium Travel Gift Card","BE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 Months from Activation","https://assets.tillo.io/images/brands/vouchers/330x214/lastminutecom-travel-gift-card-belgium.jpg"
"Iceland","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","4","24 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/iceland.jpg"
"The Makery Germany","DE","books; music","EUR","25; 50; 100","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/the-makery-de.jpg"
"Totally Well","GB","beauty; fashion","GBP","10; 25; 50; 100; 250; 500","4","This e-gift will be valid for 12 months from date of purchase. Any remaining balance will be cancelled on expiry of the validity period.","https://assets.tillo.io/images/brands/vouchers/330x214/totally-well.jpg"
"Dots.eco - Clean 1 LB of Ocean Plastic UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/clean-ocean-plastic-uk.jpg"
"Pampling Germany","DE","fashion; electronics; gaming; jewellery","EUR","30; 40; 50","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/pampling-de.jpg"
"H&M UK","GB","fashion","GBP","10; 25; 50; 100; 250","9","Valid for 2 years from the date of the last activation or purchase","https://assets.tillo.io/images/brands/vouchers/330x214/h-and-m.jpg"
"Hotel Giftcard","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500","14","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/hotel-giftcard.jpg"
"Holland & Barrett Netherlands","NL","beauty; other","EUR","10; 25; 50; 100","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/holland-barrett-nl.jpg"
"HelpDirect Germany","DE","charity","EUR","10; 15; 20; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/helpdirect-de.jpg"
"Currys B2B","GB","electronics; home","GBP","10; 20; 25; 30; 40; 50; 60; 90; 100; 200; 500","6","24 Months from last use","https://assets.tillo.io/images/brands/vouchers/330x214/currys-b2b.jpg"
"New Look","GB","fashion","GBP","10; 25; 50; 100; 250; 500; 1000","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/new-look.jpg"
"La Rinascente Italy","IT","department-store","EUR","50; 100; 250","5","10 months","https://assets.tillo.io/images/brands/vouchers/330x214/la-rinascente-it.jpg"
"Idea Shopping Spain","ES","baby; beauty; books; fashion; electronics; food-and-drink; home; jewellery; toys; travel-and-leisure; tv-and-movies","EUR","25; 50; 100","0.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/idea-shopping-es.jpg"
"Argos Cashback","GB","electronics; home; jewellery; toys","GBP","10; 25; 50; 100; 250; 500","4.25","24 months from issuance as standard","https://assets.tillo.io/images/brands/vouchers/330x214/argos-cashback-uk.jpg"
"The Little Starts Gift Card","GB","baby; other; toys","GBP","10; 25; 50; 100","10","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/the-little-starts-gift-card.jpg"
"Mercatò Italy","IT","supermarket","EUR","10; 25; 50; 100","1","18 months","https://assets.tillo.io/images/brands/vouchers/330x214/mercato-it.jpg"
"Urlaubsbox Germany","DE","craft; travel-and-leisure","EUR","50; 100; 150; 200","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/urlaubsbox-de.jpg"
"daydreams Germany","DE","craft; travel-and-leisure","EUR","60","44","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/daydreams-de.jpg"
"Dots.eco - Protect 10 sqf of wildlife habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-wildlife-habitat-uk.jpg"
"Hoepli.it Italy","IT","books","EUR","15; 25; 35; 50","5","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/hoepli-it-it.jpg"
"Coccinelle Italy","IT","fashion","EUR","20; 50; 70; 100; 150; 200","4.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/coccinelle-it.jpg"
"Baby-Walz Germany","DE","baby; toys","EUR","10; 15; 20; 25; 44; 50","12","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/baby-walz-de.jpg"
"Liberty","GB","beauty; craft; department-store; fashion; home; jewellery","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","2 years from activiation","https://assets.tillo.io/images/brands/vouchers/330x214/liberty-uk.jpg"
"Bijou Brigitte Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50","7","32 months","https://assets.tillo.io/images/brands/vouchers/330x214/bijou-brigitte-de.jpg"
"Google Play Germany","DE","books; gaming; music","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 55; 60; 65; 70; 75; 80; 85; 90; 95; 100; 150; 200; 250; 300; 350; 400; 450; 500","3.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/google-play-de.jpg"
"Auchan France","FR","other","EUR","10; 25; 50; 100","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/auchan-fr.jpg"
"Weekendje Weg BE & NL","NL","travel-and-leisure","EUR","50; 100","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/weekendje-weg-nl.jpg"
"Ember Inns","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/ember-inns.jpg"
"Circle K Estonia","EE","cars; food-and-drink; supermarket","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-estonia.jpg"
"Smartbox Spain","ES","travel-and-leisure","EUR","10; 50; 100","11","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/smartbox-es.jpg"
"Bloom & Wild","GB","home","GBP","10; 20; 30; 50; 100","13","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/bloom-and-wild-uk.jpg"
"Share Now Germany","DE","cars","EUR","15; 25; 50; 100","7","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/share-now-de.jpg"
"FlixBus Italy","IT","travel-and-leisure","EUR","10; 25; 50; 100","6","6 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-it.jpg"
"Deliveroo France","FR","food-and-drink","EUR","25; 50; 100","5","12 months from activation. Must redeem AND spend by expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/deliveroo-fr.jpg"
"Harvester","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/harvester.jpg"
"Starbucks","GB","food-and-drink","GBP","10; 25; 50; 100","11","Does Not Expire","https://assets.tillo.io/images/brands/vouchers/330x214/starbucks.jpg"
"Martinelli Supermercati Italy","IT","supermarket","EUR","25; 50; 100","1.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/martinelli-supermercati-it.jpg"
"Swarovski Germany","DE","fashion; jewellery","EUR","15; 25; 40; 50","12","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/swarovski-de.jpg"
"Dots.eco - Protect 10 sqm of Marine Habitat UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/protect-marine-uk.jpg"
"Moss UK","GB","fashion","GBP","10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200","9","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/moss-uk.jpg"
"Marionnaud Paris","IT","","EUR","10; 25; 50; 100","7","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/marionnaud-it.jpg"
"Carrefour FR","FR","supermarket","EUR","10; 25; 50; 100","4","12 mois","https://assets.tillo.io/images/brands/vouchers/330x214/carrefour-fr.jpg"
"OVS Italy","IT","fashion","EUR","10; 25; 50","7.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/ovs-it.jpg"
"Steam Italy","IT","gaming","EUR","20","1.25","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/steam-it.jpg"
"lastminute.com UK Travel Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5","12 months from activation date","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-travel.jpg"
"lastminute.com Ireland Travel Gift Card","IE","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","5 Years","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-ie.jpg"
"Migross Italy","IT","supermarket","EUR","25; 50; 100","1.5","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/migross-it.jpg"
"Xbox Game Pass Core UK","GB","gaming","GBP","17.99; 29.99","15.7","No Expiry.","https://assets.tillo.io/images/brands/vouchers/330x214/xbox-game-pass-core-uk.jpg"
"Calzedonia Italy","IT","fashion","EUR","30; 50; 70; 100","5","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/calzedonia.jpg"
"Stardust Pass Italy","IT","tv-and-movies","EUR","25; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/stardust-pass-it.jpg"
"River Island","GB","fashion","GBP","10; 25; 50; 100; 250","8.5","5 years from last use","https://assets.tillo.io/images/brands/vouchers/330x214/river-island.jpg"
"Etsy UK","GB","craft; fashion; home; jewellery; other","GBP","25; 50; 100","6","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/etsy-uk.jpg"
"Jet2Holidays by Inspire","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-jet2holidays.jpg"
"Lastminute.com France Holiday Gift Card - Flight + Hotel Packages","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-fr.jpg"
"Brico Io Italy","IT","home","EUR","25; 50; 100","4","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/brico-io-it.jpg"
"Lidl Ireland","IE","supermarket","EUR","10; 15; 20; 25; 50; 100; 200; 250","4","5 years.","https://assets.tillo.io/images/brands/vouchers/330x214/lidl-ie.jpg"
"Ask Italian","GB","food-and-drink","GBP","10; 25; 50; 100","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/ask-italian.jpg"
"Roblox United Kingdom","GB","gaming","GBP","10; 25; 50; 100","7","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/roblox-uk.jpg"
"Calmbase Germany","DE","sports","EUR","10; 15; 25; 50; 100","14","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/calmbase-de.jpg"
"Dots.eco - Support Rescued Pets UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/dotseco-support-rescued-pets-uk.jpg"
"Leisure Choice Gift Card","GB","beauty; books; craft; department-store; fashion; food-and-drink; gaming; home; jewellery; other; sports; supermarket; travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","4","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-incentives-gift-card-uk.jpg"
